surah,ayah,arabic,translation
3,,وَلَئِن قُتِلۡتُمۡ فِي سَبِيلِ ٱللَّهِ أَوۡ مُتُّمۡ لَمَغۡفِرَةٞ مِّنَ ٱللَّهِ وَرَحۡمَةٌ خَيۡرٞ مِّمَّا يَجۡمَعُونَ,157਼ ਜੇ ਤੁਸੀਂ ਅੱਲਾਹ ਦੀ ਰਾਹ ਵਿਚ ਮਾਰੇ ਜਾਓ ਜਾਂ ਮਰ ਜਾਓ ਤਾਂ ਬੇਸ਼ੱਕ ਅੱਲਾਹ ਦੀ ਬਖ਼ਸ਼ਿਸ਼ ਅਤੇ ਮਿਹਰਾਂ ਇਹਨਾਂ ਸੰਸਾਰਿਕ ਵਸਤੂਆਂ ਤੋਂ ਕੀਤੇ ਵਧੀਆ ਹਨ ਜਿਹੜੀਆਂ ਇਹ ਲੋਕ ਜੋੜਦੇ ਹਨ।
3,,وَلَئِن مُّتُّمۡ أَوۡ قُتِلۡتُمۡ لَإِلَى ٱللَّهِ تُحۡشَرُونَ,"158਼ ਭਾਵੇਂ ਤੁਸੀਂ (ਆਪਣੀ ਮੌਤ) ਆਪ ਮਰੋ ਜਾਂ ਤੁਸੀਂ ਮਾਰੇ ਜਾਓ, ਤੁਸਾਂ ਇਕੱਠੇ ਤਾਂ ਅੱਲਾਹ ਕੋਲ ਹੀ ਕੀਤੇ ਜਾਓਗੇ।"
3,,فَبِمَا رَحۡمَةٖ مِّنَ ٱللَّهِ لِنتَ لَهُمۡۖ وَلَوۡ كُنتَ فَظًّا غَلِيظَ ٱلۡقَلۡبِ لَٱنفَضُّواْ مِنۡ حَوۡلِكَۖ فَٱعۡفُ عَنۡهُمۡ وَٱسۡتَغۡفِرۡ لَهُمۡ وَشَاوِرۡهُمۡ فِي ٱلۡأَمۡرِۖ فَإِذَا عَزَمۡتَ فَتَوَكَّلۡ عَلَى ٱللَّهِۚ إِنَّ ٱللَّهَ يُحِبُّ ٱلۡمُتَوَكِّلِينَ,"159਼ (ਹੇ ਮੁਹੰਮਦ ਸ!) ਅੱਲਾਹ ਦੀ ਮਿਹਰ ਸਦਕਾ ਤੁਸੀਂ ਇਹਨਾਂ ਲੋਕਾਂ ਪ੍ਰਤੀ ਨਰਮ ਸੁਭਾਅ ਵਾਲੇ ਹੋ, ਜੇਕਰ ਤੁਸੀਂ ਕੌੜੀ ਜ਼ੁਬਾਨ ਅਤੇ ਕਠੋਰ ਦਿਲ ਵਾਲੇ ਹੁੰਦੇ ਤਾਂ ਇਹ ਸਾਰੇ ਲੋਕ ਤੁਹਾਡੇ ਆਲੇ-ਦੁਆਲੇ ਤੋਂ ਖਿੰਡ ਜਾਂਦੇ। ਸੋ ਤੁਸੀਂ ਇਹਨਾਂ (ਦੀਆਂ ਭੁੱਲਾਂ) ਨੂੰ ਮੁਆਫ਼ ਕਰ ਦੇਵੋ ਅਤੇ ਇਹਨਾਂ ਲਈ (ਰੱਬ ਤੋਂ) ਮੁਆਫ਼ੀ ਦੀ ਅਰਦਾਸ ਕਰੋ ਅਤੇ ਇਹਨਾਂ ਤੋਂ ਸਲਾਹ ਮਸ਼ਵਰਾ ਲੈ ਲਿਆ ਕਰੋ, ਫੇਰ ਜਦੋਂ ਤੁਹਾਡਾ ਇਰਾਦਾ (ਮਸ਼ਵਰੇ ਤੋਂ ਮਗਰੋਂ) ਕਿਸੇ ਸੁਝਾਓ ’ਤੇ ਪੱਕਾ ਹੋ ਜਾਵੇ ਤਾਂ ਫੇਰ (ਉਸ ’ਤੇ ਅਮਲ ਕਰਦੇ ਹੋਏ) ਅੱਲਾਹ ਉੱਤੇ ਭਰੋਸਾ ਕਰੋ। ਬੇਸ਼ੱਕ ਅੱਲਾਹ ਭਰੋਸਾ ਕਰਨ ਵਾਲਿਆਂ ਨੂੰ ਪਸੰਦ ਕਰਦਾ ਹੇ।"
3,,إِن يَنصُرۡكُمُ ٱللَّهُ فَلَا غَالِبَ لَكُمۡۖ وَإِن يَخۡذُلۡكُمۡ فَمَن ذَا ٱلَّذِي يَنصُرُكُم مِّنۢ بَعۡدِهِۦۗ وَعَلَى ٱللَّهِ فَلۡيَتَوَكَّلِ ٱلۡمُؤۡمِنُونَ,"160਼ ਜੇ ਅੱਲਾਹ ਤੁਹਾਡੀ ਸਹਾਇਤਾ ’ਤੇ ਆ ਜਾਵੇ ਤਾਂ ਤੁਹਾਡੇ ’ਤੇ ਕੋਈ ਵੀ ਭਾਰੂ ਨਹੀਂ ਹੋ ਸਕਦਾ, ਜੇ ਉਹੀਓ ਤੁਹਾਨੂੰ (ਇਕੱਲਾ) ਛੱਡ ਦੇਵੇ ਤਾਂ ਉਸ ਪਿੱਛੋਂ ਕੋਣ ਹੇ ਜਿਹੜਾ ਤੁਹਾਡੀ ਸਹਾਇਤਾ ਕਰ ਸਕਦਾ ਹੇ ? ਈਮਾਨ ਵਾਲਿਆਂ ? ਤਾਂ ਅੱਲਾਹ ’ਤੇ ਹੀ ਭਰੋਸਾ ਕਰਨਾ ਚਾਹੀਦਾ ਹੇ।"
3,,وَمَا كَانَ لِنَبِيٍّ أَن يَغُلَّۚ وَمَن يَغۡلُلۡ يَأۡتِ بِمَا غَلَّ يَوۡمَ ٱلۡقِيَٰمَةِۚ ثُمَّ تُوَفَّىٰ كُلُّ نَفۡسٖ مَّا كَسَبَتۡ وَهُمۡ لَا يُظۡلَمُونَ,"161਼ ਅਸੰਭਵ ਹੇ ਕਿ ਕਿਸੇ ਨਬੀ ਤੋਂ ਕਿਸੇ ਪ੍ਰਕਾਰ ਦੀ ਖ਼ਿਆਨਤ 1 (ਹੇਰਾ-ਫੇਰੀ) ਹੋਵੇ ਅਤੇ ਜੇ ਕੋਈ ਖ਼ਿਆਨਤ ਕਰੇਗਾ ਤਾਂ ਉਹ ਆਪਣੀ ਹੇਰਾ-ਫੇਰੀ ਨੂੰ ਲੈਕੇ ਕਿਆਮਤ ਦਿਹਾੜੇ (ਰੱਬ ਦੇ ਹਜ਼ੂਰ) ਹਾਜ਼ਿਰ ਹੋਵੇਗਾ, ਜਿੱਥੇ ਹਰ ਵਿਅਕਤੀ ਨੂੰ ਉਸ ਵੱਲੋਂ ਕੀਤੇ ਕੰਮਾਂ ਦਾ ਪੂਰਾ-ਪੂਰਾ ਬਦਲਾ ਦਿੱਤਾ ਜਾਵੇਗਾ, ਕਿਸੇ ਨਾਲ ਕਿਸੇ ਪ੍ਰਕਾਰ ਦਾ ਧੱਕਾ ਨਹੀਂ ਹੋਵੇਗਾ।"
3,,أَفَمَنِ ٱتَّبَعَ رِضۡوَٰنَ ٱللَّهِ كَمَنۢ بَآءَ بِسَخَطٖ مِّنَ ٱللَّهِ وَمَأۡوَىٰهُ جَهَنَّمُۖ وَبِئۡسَ ٱلۡمَصِيرُ,"162਼ ਉਹ ਵਿਅਕਤੀ ਜਿਹੜਾ (ਸਦਾ ਹੀ) ਅੱਲਾਹ ਨੂੰ ਖ਼ੁਸ਼ ਕਰਨ ਵਿਚ ਲੱਗਿਆ ਰਹਿੰਦਾ ਹੇ, ਕੀ ਉਹ ਉਸ ਵਿਅਕਤੀ ਵਾਂਗ ਹੋ ਸਕਦਾ ਹੇ ਜਿਹੜਾ ਅੱਲਾਹ ਨੂੰ (ਆਪਣੇ ਕੰਮਾਂ ਕਾਰਨ ਸਦਾ) ਨਾਰਾਜ਼ ਰੱਖਦਾ ਹੇ ਅਤੇ ਜਿਨ੍ਹਾਂ ਦਾ ਟਿਕਾਣਾ ਨਰਕ ਹੇ ਜਿਹੜੀ ਬਹੁਤ ਹੀ ਭੈੜੀ ਥਾਂ ਹੇ?"
3,,هُمۡ دَرَجَٰتٌ عِندَ ٱللَّهِۗ وَٱللَّهُ بَصِيرُۢ بِمَا يَعۡمَلُونَ,163਼ ਅੱਲਾਹ ਕੋਲ ਉਨਾਂ (ਦੋਵੇਂ ਤਰ੍ਹਾਂ ਦੇ) ਲੋਕਾਂ ਲਈ (ਵੱਖਰੇ ਵੱਖਰੇ) ਦਰਜੇ ਹਨ ਅਤੇ ਉਹਨਾਂ ਸਭ ਦੇ ਅਮਲਾਂ ਨੂੰ ਅੱਲਾਹ ਵੇਖ ਰਿਹਾ ਹੇ।
3,,لَقَدۡ مَنَّ ٱللَّهُ عَلَى ٱلۡمُؤۡمِنِينَ إِذۡ بَعَثَ فِيهِمۡ رَسُولٗا مِّنۡ أَنفُسِهِمۡ يَتۡلُواْ عَلَيۡهِمۡ ءَايَٰتِهِۦ وَيُزَكِّيهِمۡ وَيُعَلِّمُهُمُ ٱلۡكِتَٰبَ وَٱلۡحِكۡمَةَ وَإِن كَانُواْ مِن قَبۡلُ لَفِي ضَلَٰلٖ مُّبِينٍ,164਼ ਬੇਸ਼ੱਕ ਅੱਲਾਹ ਨੇ ਮੁਸਲਮਾਨਾਂ ’ਤੇ ਬਹੁਤ ਵੱਡਾ ਅਹਿਸਾਨ ਕੀਤਾ ਹੇ ਕਿ ਉਹਨਾਂ ਵਿਚ ਖ਼ੁਦ ਉਹਨਾਂ ਲਈ ਇਕ ਰਸੂਲ ਭੇਜਿਆ ਜੋ ਉਹਨਾਂ ਨੂੰ ਇਸ (.ਕੁਰਆਨ) ਦੀਆਂ ਆਇਤਾਂ ਪੜ੍ਹਕੇ ਸੁਣਾਉਂਦਾ ਹੇ ਤੇ ਉਹਨਾਂ ਨੂੰ (ਸ਼ਿਰਕ ਤੋਂ) ਪਾਕ ਕਰਦਾ ਹੇ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਕਿਤਾਬ (.ਕੁਰਆਨ) ਤੇ ਹਿਕਮਤ (ਹਦੀਸ) ਦੀਆਂ ਗੱਲਾਂ ਸਿਖਾਉਂਦਾ ਹੇ। 1 ਜਦੋਂ ਕਿ ਇਸ (ਨਬੀ) ਤੋਂ ਪਹਿਲਾਂ ਇਹ ਲੋਕ ਸਪਸ਼ਟ ਰੂਪ ਵਿਚ ਕੁਰਾਹੇ ਪਏ ਹੋਏ ਸਨ।
3,,أَوَلَمَّآ أَصَٰبَتۡكُم مُّصِيبَةٞ قَدۡ أَصَبۡتُم مِّثۡلَيۡهَا قُلۡتُمۡ أَنَّىٰ هَٰذَاۖ قُلۡ هُوَ مِنۡ عِندِ أَنفُسِكُمۡۗ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيۡءٖ قَدِيرٞ,165਼ ਉਸ ਸਮੇਂ ਤੁਹਾਡਾ ਕੀ ਹਾਲ ਸੀ ਜਦੋਂ ਤੁਹਾਡੇ ਉੱਤੇ (ਉਹਦ ਦੇ ਮੈਦਾਨ ਵਿਚ) ਇਕ ਮੁਸੀਬਤ ਆ ਪਈ ਤਾਂ ਤੁਸੀਂ ਕਹਿਣ ਲੱਗੇ ਕਿ ਇਹ ਮੁਸੀਬਤ ਕਿੱਥੋਂ ਆਈ ਹੇ? ਜਦੋਂ ਕਿ ਇਸ ਤੋਂ ਪਹਿਲਾਂ ਬਦਰ ਦੇ ਮੈਦਾਨ ਵਿਚ ਤੁਸੀਂ ਇਹਨਾਂ ਕਾਫ਼ਰਾਂ ਨੂੰ ਦੂਣੀ ਮੁਸੀਬਤ ਦੇ ਚੁੱਕੇ ਹੋ। ਤਾਂ (ਹੇ ਨਬੀ!) ਤੁਸੀਂ ਆਖ ਦਿਓ ਕਿ ਇਹ ਸਾਰੀਆਂ ਮੁਸੀਬਤਾਂ ਤੁਹਾਡੀਆਂ ਆਪਣੀਆਂ ਸਹੇੜੀਆਂ ਹੋਈਆ ਹਨ। ਬੇਸ਼ੱਕ ਅੱਲਾਹ ਹਰ ਪ੍ਰਕਾਰ ਦੀ ਸਮਰਥਾ ਰੱਖਦਾ ਹੇ।
3,,وَمَآ أَصَٰبَكُمۡ يَوۡمَ ٱلۡتَقَى ٱلۡجَمۡعَانِ فَبِإِذۡنِ ٱللَّهِ وَلِيَعۡلَمَ ٱلۡمُؤۡمِنِينَ,"166਼ (ਹੇ ਮੁਸਲਮਾਨੋ!) ਤੁਹਾਨੂੰ ਜੋ ਵੀ ਹਾਨੀ ਉਸ ਦਿਨ (ਉਹਦ ਦੇ ਯੁੱਧ ਵਿਚ) ਹੋਈ ਸੀ, ਜਿਸ ਦਿਨ ਦੋ ਗੁੱਟਾਂ ਵਿਚਕਾਰ ਟੱਕਰ ਹੋਈ ਸੀ, ਉਹ ਸਭ ਕੁੱਝ ਅੱਲਾਹ ਦੇ ਹੁਕਮ ਅਨੁਸਾਰ ਹੀ ਸੀ ਅਤੇ ਇਹ ਇਸ ਲਈ ਸੀ ਕਿ ਅੱਲਾਹ ਪਛਾਣ ਲਵੇ ਕਿ ਕੌਣ ਈਮਾਨ ਵਾਲਾ ਹੇ।"
3,,وَلِيَعۡلَمَ ٱلَّذِينَ نَافَقُواْۚ وَقِيلَ لَهُمۡ تَعَالَوۡاْ قَٰتِلُواْ فِي سَبِيلِ ٱللَّهِ أَوِ ٱدۡفَعُواْۖ قَالُواْ لَوۡ نَعۡلَمُ قِتَالٗا لَّٱتَّبَعۡنَٰكُمۡۗ هُمۡ لِلۡكُفۡرِ يَوۡمَئِذٍ أَقۡرَبُ مِنۡهُمۡ لِلۡإِيمَٰنِۚ يَقُولُونَ بِأَفۡوَٰهِهِم مَّا لَيۡسَ فِي قُلُوبِهِمۡۚ وَٱللَّهُ أَعۡلَمُ بِمَا يَكۡتُمُونَ,167਼ ਅਤੇ ਅੱਲਾਹ ਇਹ ਵੀ ਜਾਣਦਾ ਹੇ ਕਿ ਮਨਾਫ਼ਿਕ ਕੋਣ ਹਨ। ਜਦੋਂ ਉਹਨਾਂ (ਮੁਨਾਫ਼ਿਕਾਂ) ਨੂੰ ਕਿਹਾ ਗਿਆ ਕਿ ਆਓ ਅੱਲਾਹ ਦੀ ਰਾਹ ਵਿਚ ਲੜੀਏ ਜਾਂ ਸ਼ਹਿਰ ਦਾ ਬਚਾਉ ਕਰੀਏ ਤਾਂ ਉਹ (ਮੁਨਾਫ਼ਿਕ) ਕਹਿਣ ਲੱਗੇ ਕਿ ਜੇਕਰ ਅਸੀਂ ਜਾਣਦੇ ਹੁੰਦੇ ਕਿ ਅੱਜ ਜੰਗ ਹੋਵੇਗੀ ਤਾਂ ਅਸੀਂ ਤੁਹਾਡੇ ਨਾਲ ਜ਼ਰੂਰ ਜਾਂਦੇ। ਉਸ ਦਿਨ ਉਹ ਈਮਾਨ ਨਾਲੋਂ ਕੁਫ਼ਰ ਦੇ ਵਧੇਰੇ ਨੇੜੇ ਸਨ। ਇਹ (ਮੁਨਾਫ਼ਿਕ) ਲੋਕ ਆਪਣੇ ਮੂਹੋਂ ਉਹ ਗੱਲਾਂ ਆਖਦੇ ਹਨ ਜਿਹੜੀਆਂ ਉਹਨਾਂ ਦੇ ਮਨਾਂ ਵਿਚ ਨਹੀਂ ਹੁੰਦੀਆਂ (ਜਦ ਕਿ) ਅੱਲਾਹ ਉਹ ਸਭ ਜਾਣਦਾ ਹੇ ਜਿਨ੍ਹਾਂ (ਗੱਲਾਂ) ਨੂੰ ਦਿਲਾਂ ਵਿਚ ਲੁਕਾਉਂਦੇ ਹਨ।
3,,ٱلَّذِينَ قَالُواْ لِإِخۡوَٰنِهِمۡ وَقَعَدُواْ لَوۡ أَطَاعُونَا مَا قُتِلُواْۗ قُلۡ فَٱدۡرَءُواْ عَنۡ أَنفُسِكُمُ ٱلۡمَوۡتَ إِن كُنتُمۡ صَٰدِقِينَ,"168਼ ਇਹ ਉਹ ਲੋਕ ਹਨ ਜੋ ਆਪ ਤਾਂ ਬੈਠੇ ਹੀ ਰਹੇ ਅਤੇ ਆਪਣੇ ਭਰਾਵਾਂ ਬਾਰੇ (ਜਿਹੜੇ ਜੰਗ ਵਿਚ ਗਏ ਸੀ) ਕਹਿਣ ਲੱਗੇ, ਕਿ ਜੇ ਉਹ ਸਾਡਾ ਕਹਿਣਾ ਮੰਨ ਲੈਂਦੇ ਤਾਂ ਮਾਰੇ ਨਾ ਜਾਂਦੇ। (ਹੇ ਨਬੀ!) ਇਹਨਾਂ ਨੂੰ ਆਖ ਦਿਓ ਕਿ ਜੇਕਰ ਤੁਸੀਂ ਸੱਚੇ ਹੋ ਤਾਂ ਆਪਣੀਆਂ ਜਾਨਾਂ ਤੋਂ ਮੌਤ ਨੂੰ ਟਾਲ ਕੇ ਵਿਖਾਓ।"
3,,وَلَا تَحۡسَبَنَّ ٱلَّذِينَ قُتِلُواْ فِي سَبِيلِ ٱللَّهِ أَمۡوَٰتَۢاۚ بَلۡ أَحۡيَآءٌ عِندَ رَبِّهِمۡ يُرۡزَقُونَ,"169਼ ਜਿਹੜੇ ਲੋਕ ਅੱਲਾਹ ਦੀ ਰਾਹ ਵਿਚ ਮਾਰੇ ਜਾਣ, ਉਹਨਾਂ ਨੂੰ ਮੁਰਦਾ ਨਾ ਕਹੋ, ਉਹ ਤਾਂ ਜਿਉਂਦੇ ਹਨ, ਆਪਣੇ ਰੱਬ ਵੱਲੋਂ ਉਹਨਾਂ ਨੂੰ ਰਿਜ਼ਕ ਦਿੱਤਾ ਜਾਂਦਾ ਹੇ।"
3,,فَرِحِينَ بِمَآ ءَاتَىٰهُمُ ٱللَّهُ مِن فَضۡلِهِۦ وَيَسۡتَبۡشِرُونَ بِٱلَّذِينَ لَمۡ يَلۡحَقُواْ بِهِم مِّنۡ خَلۡفِهِمۡ أَلَّا خَوۡفٌ عَلَيۡهِمۡ وَلَا هُمۡ يَحۡزَنُونَ,"170਼ ਅੱਲਾਹ ਨੇ ਆਪਣੇ ਫ਼ਜ਼ਲਾਂ ਨਾਲ ਜੋ ਉਹਨਾਂ ਨੂੰ ਨਵਾਜ਼ਿਆ ਹੇ ਉਸ ਤੋਂ ਉਹ ਬਹੁਤ ਖ਼ੁਸ਼ ਹਨ ਅਤੇ ਉਹਨਾਂ (ਮੋਮਿਨਾਂ) ਪ੍ਰਤੀ ਵੀ ਖ਼ੁਸ਼ੀਆਂ ਮਨਾ ਰਹੇ ਹਨ, ਜਿਹੜੇ ਅਜੇ ਤੀਕ ਉਹਨਾਂ ਨਾਲ ਨਹੀਂ ਮਿਲੇ। ਅਤੇ ਉਹਨਾਂ ਦੇ ਪਿੱਛੇ (ਅੱਲਾਹ ਦੀ ਰਾਹ ਵਿਚ ਲੜਨ ਲਈ) ਰਹਿ ਗਏ ਹਨ। ਨਾ ਤਾਂ ਉਹਨਾਂ ਨੂੰ (ਮਰਨ ਦਾ) ਕੋਈ ਡਰ ਹੇ ਅਤੇ ਨਾ ਹੀ (ਮਰਨ ਮਗਰੋਂ) ਕਿਸੇ ਤਰ੍ਹਾਂ ਦੀ ਕੋਈ ਚਿੰਤਾ ਹੋਵੇਗੀ।"
3,,۞ يَسۡتَبۡشِرُونَ بِنِعۡمَةٖ مِّنَ ٱللَّهِ وَفَضۡلٖ وَأَنَّ ٱللَّهَ لَا يُضِيعُ أَجۡرَ ٱلۡمُؤۡمِنِينَ,171਼ ਉਹ ਅੱਲਾਹ ਦੇ ਇਨਾਮ ਅਤੇ ਉਸ ਦੇ ਫਜ਼ਲਾਂ ਤੋਂ ਬਹੁਤ ਖ਼ੁਸ਼ ਹਨ (ਅਤੇ ਇਸ ਗੱਲ ’ਤੇ ਵੀ ਸੰਤੁਸ਼ਟ ਹਨ ਕਿ) ਅੱਲਾਹ ਈਮਾਨ ਵਾਲਿਆਂ ਦੇ ਨੇਕ ਕੰਮਾਂ ਨੂੰ ਆਜਾਈਂ ਨਹੀਂ ਕਰੇਗਾ।
3,,ٱلَّذِينَ ٱسۡتَجَابُواْ لِلَّهِ وَٱلرَّسُولِ مِنۢ بَعۡدِ مَآ أَصَابَهُمُ ٱلۡقَرۡحُۚ لِلَّذِينَ أَحۡسَنُواْ مِنۡهُمۡ وَٱتَّقَوۡاْ أَجۡرٌ عَظِيمٌ,"172਼ ਜਿਹੜੇ ਲੋਕਾਂ ਨੇ ਅੱਲਾਹ ਅਤੇ ਰਸੂਲ ਦੇ ਹੁਕਮਾਂ ਨੂੰ ਪਰਵਾਨ ਕੀਤਾ ਜਦੋਂ ਕਿ ਉਹ ਬੁਰੀ ਤਰ੍ਹਾਂ ਜ਼ਖਮੀ ਹੋ ਚੁੱਕੇ ਸਨ, ਉਹਨਾਂ ਵਿੱਚੋਂ ਜਿਨ੍ਹਾਂ ਨੇ ਭਲੇ ਕੰਮ ਕੀਤੇ ਅਤੇ ਬੁਰਾਈ ਤੋਂ ਪਰਹੇਜ਼ ਕੀਤਾ ਉਹਨਾਂ ਲਈ ਬੜਾ ਵੱਡਾ ਬਦਲਾ ਹੇ।"
3,,ٱلَّذِينَ قَالَ لَهُمُ ٱلنَّاسُ إِنَّ ٱلنَّاسَ قَدۡ جَمَعُواْ لَكُمۡ فَٱخۡشَوۡهُمۡ فَزَادَهُمۡ إِيمَٰنٗا وَقَالُواْ حَسۡبُنَا ٱللَّهُ وَنِعۡمَ ٱلۡوَكِيلُ,"173਼ ਉਹ ਲੋਕ ਕਿ ਜਦੋਂ ਉਹਨਾਂ ਨੂੰ ਲੋਕਾਂ ਨੇ ਕਿਹਾ ਕਿ (ਕਾਫ਼ਿਰਾਂ ਨੇ ਤਾਂ) ਤੁਹਾਡੇ ਵਿਰੁੱਧ ਇਕ ਵੱਡੀ ਫ਼ੌਜ ਇਕੱਤਰ ਕੀਤੀ ਹੋਈ ਹੇ, ਤੁਸੀਂ ਉਹਨਾਂ (ਨਾਲ ਲੜਾਈ ਕਰਨ) ਤੋਂ ਡਰੋ, ਪ੍ਰੰਤੂ ਇਸ ਗੱਲ ਨੇ ਉਹਨਾਂ ਦੇ ਈਮਾਨ ਵਿਚ ਹੋਰ ਵਾਧਾ ਕਰ ਦਿੱਤਾ ਅਤੇ ਆਖਣ ਲੱਗੇ “ਹਸਬੁਨੱਲਾਹੁ ਵ ਨਿਅਮਲ ਵਕੀਲ”1 ਭਾਵ ਸਾਡੇ ਲਈ ਤਾਂ ਅੱਲਾਹ ਹੀ ਬਥੇਰਾ ਹੇ, ਉਹੀਓ ਸਾਰੇ ਕੰਮ ਸੰਵਾਰਣ ਵਾਲਾ ਹੇ।"
3,,فَٱنقَلَبُواْ بِنِعۡمَةٖ مِّنَ ٱللَّهِ وَفَضۡلٖ لَّمۡ يَمۡسَسۡهُمۡ سُوٓءٞ وَٱتَّبَعُواْ رِضۡوَٰنَ ٱللَّهِۗ وَٱللَّهُ ذُو فَضۡلٍ عَظِيمٍ,"174਼ ਅਤੇ ਉਹ ਅੱਲਾਹ ਦੇ ਇਨਾਮ ਅਤੇ ਉਸ ਦੀਆਂ ਮਿਹਰਾਂ ਸਦਕਾ ਉਹ (ਜੰਗ ਵਿੱਚੋਂ) ਘਰ ਪਰਤ ਆਏ ਉਹਨਾਂ ਨੂੰ ਕੋਈ ਨੁਕਸਾਨ ਨਹੀਂ ਹੋਇਆ ਉਹਨਾਂ ਨੇ ਅੱਲਾਹ ਦੀ ਮਰਜ਼ੀ ਦੀ ਪਾਲਣਾ ਕੀਤੀ, ਅੱਲਾਹ ਡਾਢਾ ਫ਼ਜ਼ਲ ਫ਼ਰਮਾਉਣ ਵਾਲਾ ਹੇ।"
3,,إِنَّمَا ذَٰلِكُمُ ٱلشَّيۡطَٰنُ يُخَوِّفُ أَوۡلِيَآءَهُۥ فَلَا تَخَافُوهُمۡ وَخَافُونِ إِن كُنتُم مُّؤۡمِنِينَ,175਼ ਇਹ ਤਾਂ ਸ਼ੈਤਾਨ ਹੀ ਹੇ ਜਿਹੜਾ ਆਪਣੇ ਸਾਥੀਆਂ (ਕਾਫ਼ਿਰਾਂ) ਤੋਂ (ਮੋਮਿਨਾਂ) ਨੂੰ ਡਰਾਉਂਦਾ ਹੇ। (ਹੇ ਮੁਸਲਮਾਨੋ!) ਸੋ ਤੁਸੀਂ ਉਹਨਾਂ ਕਾਫ਼ਿਰਾਂ ਤੋਂ ਨਾ ਡਰੋ (ਸਗੋਂ) ਮੈਥੋਂ ਡਰੋ ਜੇ ਤੁਸੀਂ (ਸੱਚੇ) ਮੋਮਿਨ ਹੋ।
3,,وَلَا يَحۡزُنكَ ٱلَّذِينَ يُسَٰرِعُونَ فِي ٱلۡكُفۡرِۚ إِنَّهُمۡ لَن يَضُرُّواْ ٱللَّهَ شَيۡـٔٗاۚ يُرِيدُ ٱللَّهُ أَلَّا يَجۡعَلَ لَهُمۡ حَظّٗا فِي ٱلۡأٓخِرَةِۖ وَلَهُمۡ عَذَابٌ عَظِيمٌ,"176਼ (ਹੇ ਮੁਹੰਮਦ!) ਜਿਹੜੇ ਲੋਕ ਕੁਫ਼ਰ ਵਿਚ ਅੱਗੇ ਵੱਧ ਰਹੇ ਹਨ ਉਹਨਾਂ ਦੀਆਂ ਸਰਗਰਮੀਆਂ ਤੁਹਾ` ਚਿੰਤਾ ਵਿਚ ਨਾ ਪਾ ਦੇਣ, ਇਹ ਅੱਲਾਹ ਦਾ ਕੁੱਝ ਵੀ ਵਿਗਾੜ ਨਹੀਂ ਸਕਦੇ। ਅੱਲਾਹ ਦਾ ਇਰਾਦਾ ਇਹ ਹੇ ਕਿ ਉਹਨਾਂ (ਕਾਫ਼ਿਰਾਂ) ਲਈ ਆਖ਼ਿਰਤ ਵਿਚ ਕੋਈ ਹਿੱਸਾ ਨਾ ਰੱਖੇ, ਉਹਨਾਂ ਲਈ ਤਾਂ (ਨਰਕ ਦਾ) ਕਰੜਾ ਅਜ਼ਾਬ ਹੇ।"
3,,إِنَّ ٱلَّذِينَ ٱشۡتَرَوُاْ ٱلۡكُفۡرَ بِٱلۡإِيمَٰنِ لَن يَضُرُّواْ ٱللَّهَ شَيۡـٔٗاۖ وَلَهُمۡ عَذَابٌ أَلِيمٞ,177਼ ਕੁਫ਼ਰ ਨੂੰ ਈਮਾਨ ਦੇ ਬਦਲੇ ਖ਼ਰੀਦਣ ਵਾਲੇ ਕਦੇ ਵੀ ਅੱਲਾਹ ਦਾ ਕੁੱਝ ਵੀ ਨਹੀਂ ਵਿਗਾੜ ਸਕਦੇ ਅਤੇ ਉਹਨਾਂ ਲਈ ਦੁਖਦਾਈ ਅਜ਼ਾਬ ਹੇ।
3,,وَلَا يَحۡسَبَنَّ ٱلَّذِينَ كَفَرُوٓاْ أَنَّمَا نُمۡلِي لَهُمۡ خَيۡرٞ لِّأَنفُسِهِمۡۚ إِنَّمَا نُمۡلِي لَهُمۡ لِيَزۡدَادُوٓاْ إِثۡمٗاۖ وَلَهُمۡ عَذَابٞ مُّهِينٞ,178਼ ਕਾਫ਼ਿਰ ਲੋਕ ਸਾਡੇ (ਅੱਲਾਹ) ਵੱਲੋਂ (ਸੰਸਾਰ ਵਿਚ) ਦਿੱਤੀ ਹੋਈ ਢਿੱਲ ਨੂੰ ਆਪਣੇ ਹੱਕ ਵਿਚ ਚੰਗਾ ਨਾ ਸਮਝਣ। ਇਹ ਢਿੱਲ ਤਾਂ ਅਸੀਂ ਇਸ ਲਈ ਦਿੱਤੀ ਹੇ ਕਿ ਉਹ ਆਪਣੇ ਪਾਪਾਂ ਵਿਚ ਹੋਰ ਵਾਧਾ ਕਰ ਲੈਣ। ਇਹਨਾਂ (ਕਾਫ਼ਿਰਾਂ) ਲਈ ਹੀ ਜ਼ਲੀਲ ਕਰਨ ਵਾਲਾ ਅਜ਼ਾਬ ਹੇ।
